parameterWaterBodyCategory,observedPropertyDeterminandCode,procedureAnalysedFraction,procedureAnalysedMedia,resultUom,phenomenonTimeReferenceYear,parameterSamplingPeriod,resultMeanValue,waterBodyIdentifier,Country,PopulationDensity,TerraMarineProtected_2016_2018,TouristMean_1990_2020,VenueCount,netMigration_2011_2018,droughts_floods_temperature,literacyRate_2010_2018,combustibleRenewables_2009_2014,gdp,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,composition_rubber_leather_percent,composition_wood_percent,composition_yard_garden_green_waste_percent,waste_treatment_recycling_percent
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.44593,FRGR0126C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.94645,FRHR288,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.39038,FRHR284,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.79879,FRFR154,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.38028,FRHR290,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.74343,FRHR301,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.13931,FRHR292-I21-0400,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.91628,FRHR295-I2129000,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.95349,FRDR172,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.20354,FRCR210,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.99021,FRAR06,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.14697,FRFR136,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.55792,FRCR207,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.80892,FRGR0573,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.19938,FRCR151,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.82118,FRGR0007F,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.76263,FRAR52,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.04039,FRAR18,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.39636,FRGR2017,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.05513,FRAR50,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.66049,FRDR173B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.22288,FRCR225,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.60828,FRGR0574,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.60236,FRCR211,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.92883,FRAR31,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.73658,FRFR328,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.153,FRDR184,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.93315,FRFR228,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.40519,FRFR330B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.27117,FRGR0550,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.26664,FRCR230,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.4949,FRGR0202,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.74019,FRGR0005C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.22704,FRAR51,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.88186,FRDR185,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.70866,FRFR655,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.95652,FRFR651,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.75357,FRFR230,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.18903,FRFR931,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.63201,FRFRR227_2,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.96512,FRFR179,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.45755,FRFR229,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.72729,FRHR20,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.50955,FRGR0006A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.13619,FRAR41,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.82208,FRAR49,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.80438,FRAR32,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.87446,FRAR33,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.0586,FRGR0418,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.01278,FRAR29,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.0483,FRAR02,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.15407,FRAR01,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.868,FRAR05,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.78746,FRAR37,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.06902,FRAR61,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.07788,FRDR174,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.07255,FRER69C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.53107,FRER70,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.29289,FRER65,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.34496,FRGR0126A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.65728,FRFR281,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.65167,FRGR0543,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.14311,FRGR0534,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.57246,FRGR0564B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.9192,FRFR242,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.57927,FRGR0003A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.40934,FRGR0161A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.09896,FRAR48,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.453,FRGR0161C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.60899,FRGR0272C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.68318,FRAR40,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.30024,FRGR0547B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.30106,FRGR0548,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.15586,FRGR0545,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.50982,FRGR0549A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.28435,FRGR0539A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.92214,FRAR04,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.88953,FRAR53,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.00789,FRDR196B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.78744,FRDR192B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.14067,FRDR182,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.96818,FRDR196A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.21228,FRDR187,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.96497,FRDR11359,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.02687,FRGR0541,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.90761,FRAR32,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.88655,FRHR205,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.25659,FRHR163,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.94306,FRHR202B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.79272,FRFR177,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.04088,FRFR178,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.21181,FRGR0476,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.3468,FRGR1337,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.48552,FRGR0475,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.9224,FRGR0007D,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.27135,FRDR2020,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.12537,FRHR216A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.99714,FRHR190,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.92653,FRHR216B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.18924,FRGR0364B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.0348,FRGR0392B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.277,FRGR0271A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.97789,FRGR0282,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.91836,FRGR0283,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.30481,FRFR165,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.12991,FRGR0410B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.14511,FRGR0443B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.01105,FRHR122B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.15479,FRFR332,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.74715,FRGR2028,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.87532,FRGR0355,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,6.95938,FRGR0368C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.0619,FRGR0351B,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.98195,FRGR0351C,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.81929,FRFR925,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.34506,FRGR1116,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,7.63419,FRDR466A,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.05717,FRDR591,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
RW,EEA_3152-01-0,total,water,[pH],2009,2009-01--2009-12,8.1528,FRHR199,France,122.2994372,30.8319059,71176346,0,75808.375,0.005717646,0,4.457840432,2.81E+12,32,10,3,26,20,9,0,0,0,22.26
